"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/09/2021","BRIGHAM YOUNG UN PAYROLL 210709 210709W00003524 MATTHEW GOODSELL","BRIGHAM YOUNG UN PAYROLL    210709 210709W00003524 MATTHEW GOODSELL","19.74","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"7/09/2021","FIRST AMERICAN PAYROLL","FIRST AMERICAN   PAYROLL    210709 621379          MATTHEW GOODSELL","795.32","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"7/09/2021","FIRST AMERICAN PAYROLL","FIRST AMERICAN   PAYROLL    210709 621379          MATTHEW GOODSELL","128.00","credit","Paycheck","Personal Savings","",""
"7/09/2021","CASA DE OCHOA Rexburg ID S461189108772547 CARD 9347","PURCHASE                                AUTHORIZED ON   07/07 SQ *CASA DE OCHOA         Rexburg       ID  S461189108772547   CARD 9347","8.15","debit","Fast Food","Wells Fargo Everyday Checking","",""
"7/09/2021","BROULIM'S #6 REXBURG ID S381189655299581 CARD 9347","PURCHASE                                AUTHORIZED ON   07/08 BROULIM'S #6              REXBURG       ID  S381189655299581   CARD 9347","6.97","debit","Groceries","Wells Fargo Everyday Checking","",""
"7/07/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/30 AMZN Mktp US*298VC        Amzn.com/bill WA  S461182176517209   CARD 9347","18.01","debit","Shopping","Wells Fargo Everyday Checking","",""
"7/07/2021","HITCHING RAIL THAYNE WY S581186728337509 CARD 9347","PURCHASE                                AUTHORIZED ON   07/05 HITCHING RAIL             THAYNE        WY  S581186728337509   CARD 9347","39.15","debit","Sporting Goods","Wells Fargo Everyday Checking","",""
"7/06/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BTZ8LM9 ON 07/02/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BTZ8LM9 ON 07/02/21","84.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"7/06/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BVFTLNG ON 07/05/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BVFTLNG ON 07/05/21","15.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"7/06/2021","Venmo Cashout","VENMO            CASHOUT    210705 1014550720373   MATTHEW GOODSELL","2.96","credit","Income","Wells Fargo Everyday Checking","",""
"7/06/2021","Broulim's","PURCHASE                                AUTHORIZED ON   07/03 BROULIM'S AFTON           AFTON         WY  S301185036410444   CARD 9347","9.44","debit","Groceries","Wells Fargo Everyday Checking","",""
"7/06/2021","Subway","PURCHASE                                AUTHORIZED ON   07/02 Subway 37319              Rexburg       ID  S581184061721119   CARD 9347","8.73","debit","Fast Food","Wells Fargo Everyday Checking","",""
"7/06/2021","WU * 800-325-6000 CO S381184181199727 CARD 9347","PURCHASE                                AUTHORIZED ON   07/02 WU *                      800-325-6000  CO  S381184181199727   CARD 9347","84.00","debit","Financial","Wells Fargo Everyday Checking","",""
"7/06/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BVFTLNG ON 07/05/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BVFTLNG ON 07/05/21","15.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"7/06/2021","Wal-Mart","PURCHASE                                AUTHORIZED ON   07/02 WAL-MART #1878            REXBURG       ID  P00000000877157662 CARD 9347","32.18","debit","Groceries","Wells Fargo Everyday Checking","",""
"7/06/2021","Venmo Cashout","VENMO            CASHOUT    210703 1014509360097   MATTHEW GOODSELL","50.00","credit","Income","Wells Fargo Everyday Checking","",""
"7/06/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BTZ8LM9 ON 07/02/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BTZ8LM9 ON 07/02/21","84.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"7/02/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BTYFVSL ON 07/02/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BTYFVSL ON 07/02/21","43.01","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"7/02/2021","CHECK 1003","CHECK","298.75","debit","Check","Wells Fargo Everyday Checking","",""
"7/02/2021","Deseret Book","PURCHASE                                AUTHORIZED ON   06/30 DESERET BOOK CO #7        REXBURG       ID  S581181665849107   CARD 9347","3.10","debit","Books","Wells Fargo Everyday Checking","",""
"7/02/2021","CHECK 1002","CHECK","298.75","debit","Check","Wells Fargo Everyday Checking","",""
"7/02/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BTYFVSL ON 07/02/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BTYFVSL ON 07/02/21","43.01","credit","Transfer","Wells Fargo Everyday Checking","",""
"7/01/2021","BISCO IDAHO FALLS ID S581180534397297 CARD 9347","PURCHASE                                AUTHORIZED ON   06/29 BISCO                     IDAHO FALLS   ID  S581180534397297   CARD 9347","25.55","debit","Home Improvement","Wells Fargo Everyday Checking","",""
"6/30/2021","Manual Solutions Pllc","PURCHASE                                AUTHORIZED ON   06/29 MANUAL SOLUTIONS P        IDAHO FALLS   ID  S301180518447754   CARD 9347","35.00","debit","Business Services","Wells Fargo Everyday Checking","",""
"6/30/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BT93272 ON 06/30/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BT93272 ON 06/30/21","18.01","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/30/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BT93272 ON 06/30/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BT93272 ON 06/30/21","18.01","debit","Transfer","Personal Savings","",""
"6/30/2021","BODIFI REXBURG ID","BODIFI                   REXBURG      ID","27.30","debit","Spa & Massage","Visa","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSY4QGB ON 06/29/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSY4QGB ON 06/29/21","298.75","debit","Transfer","Emergency","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSTTVCK ON 06/28/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSTTVCK ON 06/28/21","110.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/29/2021","Venmo","VENMO            PAYMENT    210629 1014448311175   MATTHEW GOODSELL","75.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"6/29/2021","Costco Gas","PURCHASE                                AUTHORIZED ON   06/29 COSTCO GAS #1379          IDAHO FALLS   ID  P00381180546255893 CARD 9347","60.79","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"6/29/2021","Wal-Mart","PURCHASE                                AUTHORIZED ON   06/28 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000285629519 CARD 9347","9.86","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/29/2021","Wal-Mart","PURCHASE                                AUTHORIZED ON   06/28 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000777417490 CARD 9347","28.05","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSZNQ8Q ON 06/29/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSZNQ8Q ON 06/29/21","75.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSY4QGB ON 06/29/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1765 REF #IB0BSY4QGB ON 06/29/21","298.75","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSWM3P9 ON 06/29/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSWM3P9 ON 06/29/21","40.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSZNK7Z ON 06/29/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSZNK7Z ON 06/29/21","75.00","credit","Transfer","Personal Savings","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS REF #IB0BSZP9PC ON 06/29/21","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSZP9PC ON 06/29/21","75.00","debit","Transfer","Personal Savings","",""
"6/29/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSZP9PC ON 06/29/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BSZP9PC ON 06/29/21","75.00","credit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSZNQ8Q ON 06/29/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSZNQ8Q ON 06/29/21","75.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS REF #IB0BSZNK7Z ON 06/29/21","ONLINE TRANSFER TO GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BSZNK7Z ON 06/29/21","75.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSWM3P9 ON 06/29/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSWM3P9 ON 06/29/21","40.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/29/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSTTVCK ON 06/28/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSTTVCK ON 06/28/21","110.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/28/2021","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   210626 77610327        GOODSELL MATTHEW ALLEN","136.95","debit","Charity","Wells Fargo Way2Save® Savings","",""
"6/28/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSHYNHZ ON 06/26/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSHYNHZ ON 06/26/21","100.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/28/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSH76JR ON 06/26/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSH76JR ON 06/26/21","20.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/28/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BSG3FHK ON 06/26/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BSG3FHK ON 06/26/21","27.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/28/2021","CASA DE OCHOA Rexburg ID S581178010107634 CARD 9347","PURCHASE                                AUTHORIZED ON   06/26 SQ *CASA DE OCHOA         Rexburg       ID  S581178010107634   CARD 9347","8.15","debit","Fast Food","Wells Fargo Everyday Checking","",""
"6/28/2021","Costco","PURCHASE                                AUTHORIZED ON   06/26 COSTCO WHSE #1379         IDAHO FALLS   ID  P00301177737563159 CARD 9347","26.49","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/28/2021","CASA DE OCHOA Rexburg ID S381177074395941 CARD 9347","PURCHASE                                AUTHORIZED ON   06/25 SQ *CASA DE OCHOA         Rexburg       ID  S381177074395941   CARD 9347","8.15","debit","Fast Food","Wells Fargo Everyday Checking","",""
"6/28/2021","C-A-L RANCH STORES REXBURG ID S381176679969596 CARD 9347","PURCHASE                                AUTHORIZED ON   06/25 C-A-L RANCH STORES        REXBURG       ID  S381176679969596   CARD 9347","30.72","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/28/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/21 AMZN Mktp US*299DA        Amzn.com/bill WA  S301172755360047   CARD 9347","173.71","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/28/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSHYNHZ ON 06/26/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSHYNHZ ON 06/26/21","100.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/28/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSH76JR ON 06/26/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSH76JR ON 06/26/21","20.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/28/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BSG3FHK ON 06/26/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BSG3FHK ON 06/26/21","27.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/28/2021","Venmo Cashout","VENMO            CASHOUT    210628 1014414424375   MATTHEW GOODSELL","10.00","credit","Income","Wells Fargo Everyday Checking","",""
"6/28/2021","$ 10.00 AUTHORIZED ON 06/26 BROULIM'S #6 REXBURG ID P00000000982886379 CARD 9347","PURCHASE WITH CASH BACK        $  10.00 AUTHORIZED ON   06/26 BROULIM'S #6              REXBURG       ID  P00000000982886379 CARD 9347","68.73","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/28/2021","MADISON COUNTY Rexburg ID S581178027073248 CARD 9347","PURCHASE                                AUTHORIZED ON   06/26 SQ *MADISON COUNTY        Rexburg       ID  S581178027073248   CARD 9347","10.00","debit","Music","Wells Fargo Everyday Checking","",""
"6/28/2021","Venmo","VENMO            PAYMENT    210626 1014391342915   MATTHEW GOODSELL","1.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"6/28/2021","BROULIM'S #6 REXBURG ID S381178200387982 CARD 9347","PURCHASE                                AUTHORIZED ON   06/26 BROULIM'S #6              REXBURG       ID  S381178200387982   CARD 9347","1.90","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/25/2021","FIRST AMERICAN PAYROLL","FIRST AMERICAN   PAYROLL    210625 621379          MATTHEW GOODSELL","128.00","credit","Paycheck","Personal Savings","",""
"6/25/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BS7ZPKT ON 06/25/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BS7ZPKT ON 06/25/21","45.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/25/2021","ONLINE TRANSFER REF #IB0BS62G9S TO COLLEGE CARD ON 06/25/21","ONLINE TRANSFER REF #IB0BS62G9S TO COLLEGE CARD XXXXXXXXXXXX1114 ON 06/25/21","173.79","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/25/2021","FIRST AMERICAN PAYROLL","FIRST AMERICAN   PAYROLL    210625 621379          MATTHEW GOODSELL","794.95","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"6/25/2021","BRIGHAM YOUNG UN PAYROLL 210625 210625W00003524 MATTHEW GOODSELL","BRIGHAM YOUNG UN PAYROLL    210625 210625W00003524 MATTHEW GOODSELL","35.80","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"6/25/2021","Online","ONLINE PAYMENT","173.79","credit","Credit Card Payment","Visa","",""
"6/25/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BS7ZPKT ON 06/25/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BS7ZPKT ON 06/25/21","45.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/25/2021","FIRST AMERICAN PAYROLL","FIRST AMERICAN   PAYROLL    210625 621379          MATTHEW GOODSELL","128.00","credit","Paycheck","Emergency","",""
"6/23/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BRSD23H ON 06/23/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BRSD23H ON 06/23/21","10.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/23/2021","Venmo","VENMO            PAYMENT    210623 1014348440150   MATTHEW GOODSELL","5.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"6/23/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BRSD23H ON 06/23/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BRSD23H ON 06/23/21","10.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/22/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BRM8LSV ON 06/22/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BRM8LSV ON 06/22/21","33.14","debit","Transfer","Personal Savings","",""
"6/22/2021","Wal-Mart","PURCHASE                                AUTHORIZED ON   06/22 Wal-Mart Super Center     REXBURG       ID  P00000000087322242 CARD 9347","33.14","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/22/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BRM8LSV ON 06/22/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BRM8LSV ON 06/22/21","33.14","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/21/2021","Apple","APPLE.COM/BILL           866-712-7753 CA","45.53","debit","Electronics & Software","Visa","",""
"6/21/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BRD2MTN ON 06/21/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BRD2MTN ON 06/21/21","175.00","debit","Transfer","Personal Savings","",""
"6/21/2021","Venmo","VENMO            PAYMENT    210619 1014278391342   MATTHEW GOODSELL","15.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"6/21/2021","Cafe Rio","PURCHASE                                AUTHORIZED ON   06/18 CAFE RIO 0090 REXB        REXBURG       ID  S301170057933187   CARD 9347","11.97","debit","Restaurants","Wells Fargo Everyday Checking","",""
"6/21/2021","BLACK BEAR FAM Rexburg ID S381170019988684 CARD 9347","PURCHASE                                AUTHORIZED ON   06/18 SQ *BLACK BEAR FAM        Rexburg       ID  S381170019988684   CARD 9347","10.60","debit","Gift","Wells Fargo Everyday Checking","",""
"6/21/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BRD2MTN ON 06/21/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BRD2MTN ON 06/21/21","175.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/18/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BQVKHQX ON 06/18/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BQVKHQX ON 06/18/21","21.39","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/18/2021","Subway","PURCHASE                                AUTHORIZED ON   06/17 Subway 37319              Rexburg       ID  S381169067718487   CARD 9347","7.94","debit","Fast Food","Wells Fargo Everyday Checking","",""
"6/18/2021","Wal-Mart","PURCHASE                                AUTHORIZED ON   06/17 WAL-MART #1878            REXBURG       ID  P00000000970039746 CARD 9347","51.00","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/18/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/13 AMZN Mktp US*216VR        Amzn.com/bill WA  S301164426384889   CARD 9347","23.31","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/18/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BQW9GNV ON 06/18/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BQW9GNV ON 06/18/21","50.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/18/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BQVKHQX ON 06/18/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BQVKHQX ON 06/18/21","21.39","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/18/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BQW9GNV ON 06/18/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BQW9GNV ON 06/18/21","50.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/17/2021","BYUI CASHNET WEB 208-496-1900 ID S581167076176565 CARD 9347","PURCHASE                                AUTHORIZED ON   06/15 BYUI CASHNET WEB          208-496-1900  ID  S581167076176565   CARD 9347","4.00","debit","Education","Wells Fargo Everyday Checking","",""
"6/17/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/14 AMZN Mktp US*2X4XQ        Amzn.com/bill WA  S381165586531228   CARD 9347","74.18","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/17/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/12 AMZN Mktp US*2X6TX        Amzn.com/bill WA  S381163634309416   CARD 9347","69.41","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/16/2021","Spotify","Spotify USA              877-7781161  NY","9.99","debit","Music","Visa","",""
"6/16/2021","Amazon","PURCHASE                                AUTHORIZED ON   06/12 AMZN Mktp US*218K3        Amzn.com/bill WA  S381164210196436   CARD 9347","22.60","debit","Shopping","Wells Fargo Everyday Checking","",""
"6/15/2021","Venmo","VENMO            PAYMENT    210615 1014219294762   MATTHEW GOODSELL","5.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","Little Caesars","PURCHASE                                AUTHORIZED ON   06/12 LITTLE CAESARS 127        REXBURG       ID  S381164101284568   CARD 9347","5.30","debit","Restaurants","Wells Fargo Everyday Checking","",""
"6/14/2021","Costco","PURCHASE                                AUTHORIZED ON   06/12 COSTCO WHSE #1379         IDAHO FALLS   ID  P00581164003880186 CARD 9347","21.19","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/14/2021","Costco","PURCHASE                                AUTHORIZED ON   06/12 COSTCO WHSE #1379         IDAHO FALLS   ID  P00381163861955508 CARD 9347","130.30","debit","Groceries","Wells Fargo Everyday Checking","",""
"6/14/2021","Great Harvest Bread Co","PURCHASE                                AUTHORIZED ON   06/12 GREAT HARVEST BREA        IDAHO FALLS   ID  S301163817286894   CARD 9347","13.06","debit","Restaurants","Wells Fargo Everyday Checking","",""
"6/14/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BPTZ5QF ON 06/14/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BPTZ5QF ON 06/14/21","300.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BPLN5Z9 ON 06/12/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BPLN5Z9 ON 06/12/21","120.09","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BPKNXW4 ON 06/12/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BPKNXW4 ON 06/12/21","21.19","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BPKMGHB ON 06/12/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX1757 REF #IB0BPKMGHB ON 06/12/21","51.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0BPKB79T ON 06/12/21","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0BPKB79T ON 06/12/21","100.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"6/14/2021","Venmo Cashout","VENMO            CASHOUT    210613 1014169379553   MATTHEW GOODSELL","22.00","credit","Income","Wells Fargo Everyday Checking","",""
"6/14/2021","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   210612 77070808        GOODSELL MATTHEW ALLEN","130.45","debit","Charity","Wells Fargo Way2Save® Savings","",""
"6/14/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BPTZ5QF ON 06/14/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BPTZ5QF ON 06/14/21","300.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/14/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BPKNXW4 ON 06/12/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BPKNXW4 ON 06/12/21","21.19","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/14/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BPKB79T ON 06/12/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BPKB79T ON 06/12/21","100.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"6/14/2021","ATM CASH DEPOSIT ON 06/13 MANWARING CENTER REXBURG ID 0005796 ATM ID 1172B CARD 9347","ATM CASH DEPOSIT               ON              06/13 MANWARING CENTER          REXBURG       ID  0005796           ATM ID 1172B    CARD 9347","5.00","credit","Income","Wells Fargo Way2Save® Savings","",""
"6/14/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BPLN5Z9 ON 06/12/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BPLN5Z9 ON 06/12/21","120.09","debit","Transfer","Personal Savings","",""
"6/14/2021","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0BPKMGHB ON 06/12/21","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0BPKMGHB ON 06/12/21","51.00","debit","Transfer","Personal Savings","",""
